Item,Cat,Type,Tags
{{ModId}}_SparklingBrassicaFlowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingBrassicaFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingBuddhasHandWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCactusBlossomWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingCactusMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCactusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCannabisMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCannabisWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingherbalwine"
{{ModId}}_SparklingCantaloupeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCarambolaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCarawayFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingCarawayMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCashewAppleWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCatastropheMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingChamomileMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingChamomileWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingChaoticCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_legendarycider"
{{ModId}}_SparklingCherryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingChicoryFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingChicoryMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cider"
{{ModId}}_SparklingCintamaniMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingClematisMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingClematisWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingCloverMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCloverWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingCocodeMerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCoconutWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCorianderFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingCorianderMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCorpseFlowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingCranberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingCrocusMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingCrocusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingCrystalFruitWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingDaccaBananaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingDaffodilMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingDaffodilWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingDaisyMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingDaisyWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingDandelionMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingDandelionWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingDateWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingDeadMansWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingDogwoodMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingDogwoodWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingDragonBerryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingwine"
{{ModId}}_SparklingDragonFruitWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingDryadCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingcider"
{{ModId}}_SparklingDryadMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingDurianWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingElderberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingElderflowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingElderflowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingFairyRoseMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingFairyRoseWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingFennelFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingFennelMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingFernFlowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingFigWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingFireMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingFireWheelMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingFireWheelWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingFlindersRoseMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingFlindersRoseWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingForestRoseMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingForsythiaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingForsythiaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingFoxberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_enchantedsparklingwine"
{{ModId}}_SparklingFoxgloveMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingFoxgloveWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingGentianFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingGentianMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingGingerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGoldenPlumWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGoldenPruneWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGoldenRaisinWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGrapefruitWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGrosMichelWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGuaranaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGuavaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingGultheriaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingGultheriaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingHarmonicCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingcider"
{{ModId}}_SparklingHarmonicMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingHawkweedMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingHawkweedWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingHawthornWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingHeliconiaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingHeliconiaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingHibiscusMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingHibiscusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingHoneyCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cider"
{{ModId}}_SparklingHoneyberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingHoneycrispWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingHoneydewWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingHoneysuckleMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingHoneysuckleWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingHotPepperWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingHuaMoaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingHuckleberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingIndigoMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingIndigoWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingInfernalMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingJabuticabaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingJacarandaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingJacarandaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingJasmineMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingJasmineWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingJavaBananaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingJuniperWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingKeyLimeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingKiwiWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingKumquatWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingLarahaOrangeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingLavenderMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingLavenderWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingLemonWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingLilacMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingLilacWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingLimeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingLindenMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingLindenWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingLycheeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMaenadMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingMandarinOrangeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMandragoraWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingwine"
{{ModId}}_SparklingMandrakeMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingMandrakeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingwine"
{{ModId}}_SparklingMangoWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingMelonWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMeyerLemonWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMimosaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingMimosaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingMintFlowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingMintFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingMistletoeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMonsteraWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMoonberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingwine"
{{ModId}}_SparklingMoonlightMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingMulberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingMyristicaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingNettleBlossomMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingNettleBlossomWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingNigellaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingNigellaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingNinoBananaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingOpuntiaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingOpuntiaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingOrangeWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingOsmanthusMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingOsmanthusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingPapayaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingPassionFlowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingPassionFlowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingPassionFruitWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingPeachWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingPearWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingPeriwinkleMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
