Output,Machine,Time,Makes,Chance,Input,Fuels
Sabja Tea,Tea Keg,240,1,1,1 Basil Seeds,
Sabja Tea,Tea Keg,240,1,1,1 Basil Seed,
Black Sesame Tea,Tea Keg,240,1,1,1 Black Sesame Seeds,
Black Sesame Tea,Tea Keg,240,1,1,1 Black Sesame Seed,
Black Walnut Tea,Tea Keg,240,1,1,1 Black Walnut,
Black Walnut Tea,Tea Keg,120,1,1,1 Crushed Black Walnuts,
Brazil Nut Tea,Tea Keg,240,1,1,1 Brazil Nut,
Brazil Nut Tea,Tea Keg,120,1,1,1 Crushed Brazil Nuts,
Cashew Tea,Tea Keg,240,1,1,1 Cashew,
Cashew Tea,Tea Keg,120,1,1,1 Crushed Cashews,
Chestnut Tea,Tea Keg,240,1,1,1 Chestnut,
Chestnut Tea,Tea Keg,120,1,1,1 Crushed Chestnuts,
Coco de Mer Tea,Tea Keg,240,1,1,1 Coco de Mer,
Caltrop Tea,Tea Keg,240,1,1,1 Leached Horn Nuts,
Caltrop Tea,Tea Keg,120,1,1,1 Crushed Horn Nuts,
Bissy Tea,Tea Keg,240,1,1,1 Kola Nut,
Bissy Tea,Tea Keg,120,1,1,1 Cola Powder,
Macadamia Tea,Tea Keg,240,1,1,1 Macadamia Nut,
Macadamia Tea,Tea Keg,120,1,1,1 Crushed Macadamia Nuts,
Almond Tea,Tea Keg,240,1,1,1 Marcona Almond,
Almond Tea,Tea Keg,120,1,1,1 Crushed Marcona Almonds,
Peanut Tea,Tea Keg,240,1,1,1 Peanut,
Peanut Tea,Tea Keg,120,1,1,1 Crushed Peanuts,
Pecan Tea,Tea Keg,240,1,1,1 Pecan,
Pecan Tea,Tea Keg,120,1,1,1 Crushed Pecans,
Bongsutang Tea,Tea Keg,240,1,1,1 Pine Nut,1 Honey
Bongsutang Tea,Tea Keg,120,1,1,1 Bongsutang Tea Mix,1 Honey
Bongsutang Tea,Tea Keg,120,1,1,1 Crushed Pine Nuts,1 Honey
Pistachio Tea,Tea Keg,240,1,1,1 Pistachio ,
Pistachio Tea,Tea Keg,120,1,1,1 Crushed Pistachios,
Pumpkin Seed Tea,Tea Keg,240,1,1,1 Pumpkin Seeds,
Coeur de la Mer Tea,Tea Keg,240,1,1,1 Leached Sea Hearts,
Coeur de la Mer Tea,Tea Keg,120,1,1,1 Crushed Sea Hearts,
Walnut Tea,Tea Keg,240,1,1,1 Walnut,
Walnut Tea,Tea Keg,120,1,1,1 Crushed Walnuts,
Acorn Tea,Tea Keg,240,1,1,1 Leached Acorns,
Acorn Tea,Tea Keg,100,1,1,1 Crushed Acorns,
Hazelnut Tea,Tea Keg,240,1,1,1 Hazelnut,
Hazelnut Tea,Tea Keg,120,1,1,1 Crushed Hazelnuts,
Samara Tea,Tea Keg,240,1,1,5 Maple Seed,
Samara Tea,Tea Keg,120,1,1,1 Shelled Samaras,
Poppy Seed Tea,Tea Keg,240,1,1,1 Poppy Seeds,
Poppy Seed Tea,Tea Keg,240,1,1,1 Poppy Seed,
Poppy Seed Tea,Tea Keg,100,1,1,1 Ground Poppy Seed,
Sunflower Seed Tea,Tea Keg,240,1,1,3 Sunflower Seeds,
Sunflower Seed Tea,Tea Keg,120,1,1,1 Shelled Sunflower Seeds,
Allspice Tea,Tea Keg,240,1,1,1 Pimento Berry,
Allspice Tea,Tea Keg,120,1,1,1 Allspice ,
Allspice Tea,Tea Keg,120,1,1,1 Allspice,
Allspice Tea,Tea Keg,100,1,1,1 Ground Allspice,
Annatto Tea,Tea Keg,240,1,1,1 Annatto,
Annatto Tea,Tea Keg,240,1,1,1 Annatto Seeds,
Annatto Tea,Tea Keg,100,1,1,1 Annatto Powder,
Cumin Tea,Tea Keg,240,1,1,1 Black Cumin Seeds,
Cumin Tea,Tea Keg,240,1,1,1 Cumin Seed,
Cumin Tea,Tea Keg,100,1,1,1 Ground Cumin Seed,
Peppercorn Tea,Tea Keg,240,1,1,1 Black Peppercorns,
Peppercorn Tea,Tea Keg,240,1,1,1 Whole Black Peppercorn,
Peppercorn Tea,Tea Keg,100,1,1,1 Ground Black Pepper,
Caraway Tea,Tea Keg,240,1,1,1 Caraway Seeds,
Caraway Tea,Tea Keg,240,1,1,1 Caraway Seed,
Caraway Tea,Tea Keg,100,1,1,1 Caraway Powder,
Celery Seed Tea,Tea Keg,240,1,1,1 Celery Seeds,
Celery Seed Tea,Tea Keg,240,1,1,1 Celery Seed,
Celery Seed Tea,Tea Keg,100,1,1,1 Ground Celery Seed,
Cinnamon Tea,Tea Keg,240,1,1,1 Cinnamon Bark,
Cinnamon Tea,Tea Keg,240,1,1,1 Cinnamon Sticks,
Cinnamon Tea,Tea Keg,100,1,1,1 Ground Cinnamon,
Clove Tea,Tea Keg,240,1,1,1 Clove,
Clove Tea,Tea Keg,240,1,1,1 Cloves,
Clove Tea,Tea Keg,100,1,1,1 Ground Clove,
Coriander Tea,Tea Keg,240,1,1,1 Coriander,
Coriander Tea,Tea Keg,240,1,1,1 Coriander Seed,
Coriander Tea,Tea Keg,240,1,1,1 Cilantro Seeds,
Coriander Tea,Tea Keg,100,1,1,1 Ground Coriander,
Dill Seed Tea,Tea Keg,240,1,1,1 Dill Seeds,
Dill Seed Tea,Tea Keg,240,1,1,1 Dill Seed,
Dill Seed Tea,Tea Keg,100,1,1,1 Ground Dill Seed,
Fennel Seed Tea,Tea Keg,240,1,1,1 Fennel Seeds,
Fennel Seed Tea,Tea Keg,240,1,1,1 Fennel Seed,
Fennel Seed Tea,Tea Keg,100,1,1,1 Ground Fennel,
Fenugreek Seed Tea,Tea Keg,240,1,1,1 Fenugreek Seeds,
Fenugreek Seed Tea,Tea Keg,240,1,1,1 Fenugreek Seed,
Fenugreek Seed Tea,Tea Keg,100,1,1,1 Ground Fenugreek,
Green Cardamom Tea,Tea Keg,240,1,1,1 Green Cardamom Pod,
Green Cardamom Tea,Tea Keg,120,1,1,1 Green Cardamom,
Green Cardamom Tea,Tea Keg,120,1,1,1 Green Cardamom Seeds,
Green Cardamom Tea,Tea Keg,100,1,1,1 Ground Cardamom,
Juniper Tea,Tea Keg,240,1,1,1 Juniper,
Juniper Tea,Tea Keg,120,1,1,1 Juniper ,
Juniper Tea,Tea Keg,120,1,1,1 Dried Juniper,
Juniper Tea,Tea Keg,100,1,1,1 Ground Juniper,
Mace Tea,Tea Keg,240,1,1,1 Mace,
Mace Tea,Tea Keg,240,1,1,1 Mace ,
Mace Tea,Tea Keg,100,1,1,1 Ground Mace,
Mustard Seed Tea,Tea Keg,240,1,1,1 Mustard Seeds,
Mustard Seed Tea,Tea Keg,240,1,1,1 Mustard Seed,
Mustard Seed Tea,Tea Keg,100,1,1,1 Mustard Powder,
Nutmeg Tea,Tea Keg,240,1,1,1 Nutmeg ,
Nutmeg Tea,Tea Keg,240,1,1,1 Nutmeg  ,
Nutmeg Tea,Tea Keg,100,1,1,1 Ground Nutmeg,
Saffron Tea,Tea Keg,240,1,1,1 Saffron,
Saffron Tea,Tea Keg,240,1,1,1 Saffron ,
Saffron Tea,Tea Keg,100,1,1,1 Ground Saffron,
Star Anise Tea,Tea Keg,240,1,1,1 Star Anise,
Star Anise Tea,Tea Keg,240,1,1,1 Anise Stars,
Star Anise Tea,Tea Keg,100,1,1,1 Ground Anise,
Sumac Tea,Tea Keg,240,1,1,1 Sumac,
Sumac Tea,Tea Keg,120,1,1,1 Sumac ,
Sumac Tea,Tea Keg,120,1,1,1 Dried Sumac,
Sumac Tea,Tea Keg,100,1,1,1 Ground Sumac,
Turmeric Tea,Tea Keg,240,1,1,1 Turmeric,
Turmeric Tea,Tea Keg,100,1,1,1 Turmeric Powder,
White Cardamom Tea,Tea Keg,240,1,1,1 White Cardamom Pod,
White Cardamom Tea,Tea Keg,120,1,1,1 White Cardamom,
White Cardamom Tea,Tea Keg,100,1,1,1 Ground White Cardamom,
Za'atar Tea,Tea Keg,240,1,1,1 Za'atar Seasoning,
Ginger Tea,Tea Keg,240,1,1,1 Ginger,
Ginger Tea,Tea Keg,100,1,1,1 Ground Ginger,
Guarana Tea,Tea Keg,240,1,1,1 Guarana ,
Kombu Tea,Tea Keg,240,1,1,1 Kelp,
Kombu Tea,Tea Keg,180,1,1,1 Nori,
Kombu Tea,Tea Keg,100,1,1,1 Aonori,
Nettle Tea,Tea Keg,240,1,1,1 Stinging Nettle,
Aguapanela,Tea Keg,240,1,1,1 Sugarcane,
Barley Tea,Tea Keg,240,1,1,1 Wild Barley,
Oat Straw Tea,Tea Keg,240,1,1,1 Wild Oats,
Qi Tea,Tea Keg,240,1,1,1 Qi Bean,
Rhubarb Tea,Tea Keg,240,1,1,1 Rhubarb,
Rhubarb Tea,Tea Keg,180,1,1,1 Rhubarb Stalks,
Seaweed Tea,Tea Keg,240,1,1,1 Seaweed,
Seaweed Tea,Tea Keg,180,1,1,1 Dried Seaweed,
Seaweed Tea,Tea Keg,100,1,1,1 Seaweed Flakes,
Taro Milk Tea,Tea Keg,240,1,1,1 Taro Root,
Tea of Abyss,Tea Keg,2160,1,1,1 Abyssal Sand,
Frozen Tea,Tea Keg,2160,1,1,1 Arctic Dust,
Gilded Tea,Tea Keg,2160,1,1,1 Auric Powder,
Aurora Tea,Tea Keg,2160,1,1,1 Aurora Powder,
Nostrum,Tea Keg,2160,1,1,4 Azoth,
Panacea,Tea Keg,2160,1,1,1 Catholicon,
Tranquili Tea,Tea Keg,2160,1,1,1 Harmonic Powder,
Starfire Tea,Tea Keg,2160,1,1,1 Inferno Powder,
Moonlight Tea,Tea Keg,2160,1,1,1 Lunar Dust,
Noxious Brew,Tea Keg,2160,1,1,1 Noxious Powder,
Sterling Tea,Tea Keg,2160,1,1,1 Powder of Argent,
Hostili Tea,Tea Keg,2160,1,1,1 Sand of Chaos,
Sunlight Tea,Tea Keg,2160,1,1,1 Solar Dust,
Starlight Tea,Tea Keg,2160,1,1,1 Star Dust,
Starlight Tea,Tea Keg,2160,1,1,1 Blue Star Powder,1 Red Star Powder
Starlight Tea,Tea Keg,2160,1,1,1 Red Star Powder,1 Blue Star Powder
Avalon Tea,Tea Keg,2160,1,1,1 Sylvan Powder,
Maelstrom Tea,Tea Keg,2160,1,1,1 Tempest Powder,
Ayahuasca,Tea Keg,2160,1,1,1 Voodoo Dust,
Yage,Tea Keg,2160,1,1,1 Ayahuasca,
Amaterasu Wine,Magic Cauldron,10000,1,1,1 Sunbeam Wine,1 Solar Dust/1 Shining Everclear/1 Golden Feather 
Ambrosia,Magic Cauldron,10000,1,1,1 Cosmic Wine,1 Auric Powder/1 Aether/1 Cintamani Flower
Apollo Wine,Magic Cauldron,10000,1,1,1 Solar Wine,1 Aurora Powder/1 Mnemosyne/1 Sunberry Tequila
Cerberus Wine,Magic Cauldron,10000,1,1,1 Corpse Wine,1 Dormarch Wine/1 Mead of Garmr/1 Wine of Sirius
Dormarch Wine,Magic Cauldron,10000,1,1,1 Dogwood Port Wine,1 Wolf Tonic/1 Primal Moon/1 Monster Musk
Huehuecoyotl,Magic Cauldron,10000,1,1,1 Laughing Coyote,1 Voodoo Dust/1 Ayahuasca/1 Psilocybin Mushroom
Hyperion Wine,Magic Cauldron,10000,1,1,1 Ophanim Wine,1 Cintamani Water/1 Seraph Feather/1 Prismatic Shard
Kuraokami Wine,Magic Cauldron,10000,1,1,1 Ryu Wine,1 Arctic Dust/1 Frost Fabric/1 Polar Berry
Lapis Philosophorum,Magic Cauldron,10000,1,1,1 Wine of Shambhala,1 Alkahest/1 Azoth/1 Pneuma
Soma,Magic Cauldron,10000,1,1,1 Lunar Wine,1 Lunar Dust/1 Moonbeam Fabric/1 Full Moonshine
Viracocha Wine,Magic Cauldron,10000,1,1,1 Olmec Wine,1 Yage/1 Jungle Hunter/5 Obsidian
Wine of Anansi,Magic Cauldron,10000,1,1,1 Dancing Spider,1 Spider Fabric/1 Yateveo Nectar/5 Orpiment
Wine of Anubis,Magic Cauldron,10000,1,1,1 Wine of Perdition,1 Sand of Chaos/1 Abyssal Fabric/1 Golden Relic
Wine of Ares,Magic Cauldron,10000,1,1,1 Wine of Tartarus,1 Ancient Sword/5 Dragon Tooth/5 Berserker Mushroom
Wine of Artemis,Magic Cauldron,10000,1,1,1 Myrkvidr Wine,1 Sylvan Fabric/1 Moonlit Maenad/1 Arrowhead
Wine of Asklepios,Magic Cauldron,10000,1,1,1 Panacea,1 Catholicon/1 Immunity Band/1 Life Elixir
Wine of Auberon,Magic Cauldron,10000,1,1,1 Seelie Wine,1 Rose of Avalon/1 Fairy Dust/5 Fairy Stone
Wine of Bacchus,Magic Cauldron,10000,1,1,1 Maenad Wine,1 Vertigo Dram/1 Fern Flower Tonic/1 Moonberry Gin
Wine of Bahamut,Magic Cauldron,10000,1,1,1 Dragon Fire Wine,1 Dragon's Breath/1 Scale Cloth/5 Gem Cap
Wine of Belenus,Magic Cauldron,10000,1,1,1 Waldmeisterbowle,1 Forest Rose Liqueur/1 Hawthorn Liqueur/5 Mosshroom
Wine of Boreas,Magic Cauldron,10000,1,1,1 Glacial Wine,1 Frostmjød/1 Alkonost Feather/1 Ornamental Fan
Wine of Camazotz,Magic Cauldron,10000,1,1,1 Wine of Xibalba,1 Noxious Powder/1 Nagual Whiskers/1 Rare Disc
Wine of Demeter,Magic Cauldron,10000,1,1,1 Dryad Wine,1 Golden Pumpkin/1 Ancient Seed/1 Hesperidium
Wine of Eris,Magic Cauldron,10000,1,1,1 Wine of Dysnomia,1 Fabric of Chaos/1 Hostile Spirit/1 Apple of Discord
Wine of Ganymede,Magic Cauldron,10000,1,1,1 Wine of Olympus,1 Iridescent Fabric/1 Vakkhic Grape/1 Chipped Amphora
Wine of Hanuman,Magic Cauldron,10000,1,1,1 Vanara Wine,1 Water of Vaitarna/1 Celestial Fabric/1 Chandan Powder
Wine of Harmonia,Magic Cauldron,10000,1,1,1 Elysian Wine,1 Harmonic Powder/1 Harmonic Honey/5 Luminushroom
Wine of Hekate,Magic Cauldron,10000,1,1,1 Homunculus Wine,1 Mandrake Tears/1 Nightshade Liqueur/5 Void Mushroom
Wine of Iktomi,Magic Cauldron,10000,1,1,1 Jacaranda Port Wine,1 Lethal Dram/1 Guardian Spirit/1 Wendigo Antler
Wine of Inari,Magic Cauldron,10000,1,1,1 Foxberry Port Wine,1 Water of Sanzu/1 Volpecula's Glamour/1 Fox Tonic
Wine of Ishtar,Magic Cauldron,10000,1,1,1 Wine of Eridu,1 Powder of Argent/1 Harmonic Fabric/1 Water of Hubur
Wine of Jupiter,Magic Cauldron,10000,1,1,1 Wine of Thunderbolt,1 Thunder Fabric/1 Wine of Thunderstorm/5 Thunder Cap
Wine of Neptune,Magic Cauldron,10000,1,1,1 Moonbeam Wine,1 Maelstrom Water/1 Kraken Hook/1 Megalodon Tooth
Wine of Oberon,Magic Cauldron,1440,1,1,1 Wine of Auberon,1 Iron Bar
Wine of Odin,Magic Cauldron,10000,1,1,1 Wine of Valhalla,1 Water of Mímir/1 Starlight Fabric/5 Galaxy Soul
Wine of Osiris,Magic Cauldron,10000,1,1,1 Amrita,1 Abyssal Sand/1 Fruit of the Netherworld/1 Golden Mask
Wine of Pan,Magic Cauldron,10000,1,1,1 Wine of Arcadia,1 Sylvan Powder/1 Moonberry/1 Fern Flower
Wine of Pele,Magic Cauldron,10000,1,1,1 Nova Wine,1 Inferno Powder/1 Flame Fabric/1 Dragon Berry
Wine of Persephone,Magic Cauldron,10000,1,1,1 Asphodel Wine,1 Mandrake Nectar/1 Infernal Negus/1 Proserpina's Song
Wine of Pluton,Magic Cauldron,10000,1,1,1 Nightshade Wine,1 Waters of Acheron/1 Water of Cocytus/1 Water of Lethe/1 Water of Phlegethon/1 Water of Styx
Wine of Polaris,Magic Cauldron,10000,1,1,1 Winter Starbeam Wine,1 Winter Star Liqueur/1 Winter Starbeam Mead/5 Frost Cap
Wine of Sirius,Magic Cauldron,10000,1,1,1 Summer Starbeam Wine,1 Summer Star Liqueur/1 Summer Starbeam Mead/5 Magma Cap
Wine of Tapio,Magic Cauldron,10000,1,1,1 Bearberry Port Wine,1 Silver Antler/1 Cobalt Kodiak/1 Bear Tonic
Wine of Titania,Magic Cauldron,10000,1,1,1 Wine of Avalon,1 Water of Nimuë/1 Dierdre's Rose/1 Elvish Jewelry
Wine of Tulikettu,Magic Cauldron,10000,1,1,1 Revontulet Wine,1 Crown Revontulet/1 Tulikko Fur/1 Fire Fox
Wine of Venus,Magic Cauldron,10000,1,1,1 Mimosa Port Wine,1 Nubile Nymph/1 Giant Pearl/5 Mandragora Flower
Wine of Yoba,Magic Cauldron,10000,1,1,1 Stardrop Port Wine,1 Stardrop Liqueur/1 Stardrop /1 Golden Pumpkin
Mead of Abnoba,Magic Cauldron,10000,1,1,1 Nightshade Mead,1 Noetic Nightshade/1 Mandrake/1 Jackalope Antlers
Mead of Aristaeus,Magic Cauldron,10000,1,1,1 Thriae Mead,1 Dryad Nectar/1 Maenad Nectar/1 Royal Jelly
Mead of Baldr,Magic Cauldron,10000,1,1,1 Breidablik Mead,1 Shards of Bifrost/1 Golden Fabric/1 Glass Pumpkin
Mead of Beyla,Magic Cauldron,10000,1,1,1 Sylphic Mead,1 Bifrost Nectar/1 Forest Rose Nectar/1 Fern Flower Nectar
Mead of Donar,Magic Cauldron,10000,1,1,1 Mead of Asgard,1 Tempest Powder/1 Bifrost/1 Thunderbird Feather
Mead of Eostre,Magic Cauldron,10000,1,1,1 Moonbeam Mead,1 Fern Flower Water/1 Iridium Feather/1 Golden Egg
Mead of Epona,Magic Cauldron,10000,1,1,1 Stardrop Port Mead,1 Sweet Gem Nectar/1 Alicorn/1 Forgotten Memory
Mead of Fenrir,Magic Cauldron,10000,1,1,1 Mead of Ragnarök,1 Waters of Gjöll/1 Berserk Powder/1 Werewolf Claw
Mead of Freyja,Magic Cauldron,10000,1,1,1 Fólkvangr Mead,1 Silver Fabric/1 Brunhilde's Melody/1 Silver Feather 
Mead of Freyr,Magic Cauldron,10000,1,1,1 Mead of Álfheimr,1 Sunbeam Fabric/1 Water of Bifrost/1 Golden Antler
Mead of Garmr,Magic Cauldron,10000,1,1,1 Wolfberry Port Wine,1 Nectar of Strife/1 Miasma/1 Hellhound Fang
Mead of Hel,Magic Cauldron,10000,1,1,1 Draugar Mead,1 Corpse Flower Nectar/1 Water of Hvergelmir/1 Puanteur de la Mort
Mead of Hyldemor,Magic Cauldron,10000,1,1,1 Elderflower Port Wine,1 Elderflower Port Mead/1 May Wine/1 Sunberry
Mead of Idunn,Magic Cauldron,10000,1,1,1 Sunray Mead,1 Harmonic Nectar/1 Apple of Idunn/5 Star Shards
Mead of Jörmungandr,Magic Cauldron,10000,1,1,1 Moonray Wine,1 Venom of Jörmungandr/1 Infernal Nectar/1 Leviathan Scale
Mead of Kvasir,Magic Cauldron,10000,1,1,1 Celestial Mead,1 Dwarf Scroll I/1 Dwarf Scroll II/1 Dwarf Scroll III/1 Dwarf Scroll IV
Mead of Loki,Magic Cauldron,10000,1,1,1 Mead of Helheim,1 Mead of Fenrir/1 Mead of Hel/1 Mead of Jörmungandr
Mead of Okó,Magic Cauldron,10000,1,1,1 Orisha Mead,1 Jungle Elixir/1 Rainforest Tonic/1 Deep Jungle Moss
Mead of Oshun,Magic Cauldron,10000,1,1,1 Irunmole Mead,1 Waters of Uhlanga/1 Rainforest Nectar/1 Vertigo Fabric
Mead of Ra,Magic Cauldron,10000,1,1,1 Sunray Wine,1 Cintamani Nectar/1 Star Dust/1 Roc Feather
Mead of Skadi,Magic Cauldron,10000,1,1,1 Jötunn Mead,1 Fur Pelt/1 Arctic Verglas/5 Frozen Tear
Phoenix Mead,Magic Cauldron,10000,1,1,1 Fire Bird Mead,1 Phoenix Tears/1 Phoenix Feather /1 Phoenix Ring
Rainbow Serpent Mead,Magic Cauldron,10000,1,1,1 Poinciana Port Mead,1 Rains of Yingarna/1 Rains of Bunzi/1 Resplendent Feather
Suttungr Mead,Magic Cauldron,10000,1,1,1 Mead of Kvasir,1 Water of Urdarbrunnr/1 Radioactive Feather/1 Dwarvish Helm
Basic Fertilizer,Bone Mill,240,1,1,1 Blue Jay Feather,
Basic Fertilizer,Bone Mill,240,1,0.25,1 Blue Jay Feather,
Basic Fertilizer,Bone Mill,240,1,0.25,1 Blue Jay Feather,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Blue Jay Feather,
Speed-Gro,Bone Mill,240,1,1,1 Canary Feather,
Speed-Gro,Bone Mill,240,1,0.25,1 Canary Feather,
Speed-Gro,Bone Mill,240,1,0.25,1 Canary Feather,
Speed-Gro,Bone Mill,240,1,0.1,1 Canary Feather,
Basic Fertilizer,Bone Mill,240,1,1,1 Cardinal Feather,
Basic Fertilizer,Bone Mill,240,1,0.25,1 Cardinal Feather,
Basic Fertilizer,Bone Mill,240,1,0.25,1 Cardinal Feather,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Cardinal Feather,
Deluxe Speed-Gro,Bone Mill,240,1,1,1 Crow Feather ,
Deluxe Speed-Gro,Bone Mill,240,1,0.25,1 Crow Feather ,
Deluxe Speed-Gro,Bone Mill,240,1,0.25,1 Crow Feather ,
Deluxe Speed-Gro,Bone Mill,240,5,1,1 Dove Feather,
Deluxe Speed-Gro,Bone Mill,240,1,0.25,1 Dove Feather,
Deluxe Speed-Gro,Bone Mill,240,1,0.25,1 Dove Feather,
Basic Retaining Soil,Bone Mill,240,1,1,1 Duck Feather,
Basic Retaining Soil,Bone Mill,240,1,0.25,1 Duck Feather,
Basic Retaining Soil,Bone Mill,240,1,0.25,1 Duck Feather,
Deluxe Fertilizer,Bone Mill,240,2,1,1 Eagle Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.25,1 Eagle Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.25,1 Eagle Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.25,1 Eagle Feather,
Deluxe Retaining Soil,Bone Mill,240,1,1,1 Flamingo Feather,
Deluxe Retaining Soil,Bone Mill,240,1,0.25,1 Flamingo Feather,
Deluxe Retaining Soil,Bone Mill,240,1,0.25,1 Flamingo Feather,
Quality Retaining Soil,Bone Mill,240,1,1,1 Gull Feather,
Quality Retaining Soil,Bone Mill,240,1,0.25,1 Gull Feather,
Quality Retaining Soil,Bone Mill,240,1,0.25,1 Gull Feather,
Deluxe Fertilizer,Bone Mill,240,1,1,1 Hawk Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.15,1 Hawk Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.1,1 Hawk Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.05,1 Hawk Feather,
Tree Fertilizer,Bone Mill,240,3,1,1 Macaw Feather,
Tree Fertilizer,Bone Mill,240,1,0.25,1 Macaw Feather,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Macaw Feather,
Tree Fertilizer,Bone Mill,240,2,1,1 Parrot Feather,
Tree Fertilizer,Bone Mill,240,1,0.25,1 Parrot Feather,
Tree Fertilizer,Bone Mill,240,1,0.25,1 Parrot Feather,
Deluxe Fertilizer,Bone Mill,240,3,1,1 Peacock Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.25,1 Peacock Feather,
Deluxe Fertilizer,Bone Mill,240,1,0.1,1 Peacock Feather,
Hyper Speed-Gro,Bone Mill,240,1,1,1 Raven Feather ,
Hyper Speed-Gro,Bone Mill,240,1,0.25,1 Raven Feather ,
Hyper Speed-Gro,Bone Mill,240,1,0.25,1 Raven Feather ,
Deluxe Retaining Soil,Bone Mill,240,1,1,1 Snow Owl Feather,
Deluxe Retaining Soil,Bone Mill,240,1,0.25,1 Snow Owl Feather,
Deluxe Retaining Soil,Bone Mill,240,1,0.25,1 Snow Owl Feather,
Deluxe Speed-Gro,Bone Mill,240,2,1,1 Asterina,
Quality Fertilizer,Bone Mill,240,1,0.15,1 Asterina,
Speed-Gro,Bone Mill,240,1,0.15,1 Asterina,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Asterina,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Asterina,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Asterina,
Speed-Gro,Bone Mill,240,1,0.1,1 Asterina,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Asterina,
Deluxe Speed-Gro,Bone Mill,240,5,1,1 Bear Claw,
Deluxe Fertilizer,Bone Mill,240,1,0.15,1 Bear Claw,
Hyper Speed-Gro,Bone Mill,240,1,0.15,1 Bear Claw,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Bear Claw,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Bear Claw,
Deluxe Fertilizer,Bone Mill,240,1,0.1,1 Bear Claw,
Hyper Speed-Gro,Bone Mill,240,1,0.1,1 Bear Claw,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Bear Claw,
Deluxe Speed-Gro,Bone Mill,240,3,1,1 Bleached Coral,
Quality Fertilizer,Bone Mill,240,1,0.15,1 Bleached Coral,
Speed-Gro,Bone Mill,240,1,0.15,1 Bleached Coral,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Bleached Coral,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Bleached Coral,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Bleached Coral,
Speed-Gro,Bone Mill,240,1,0.1,1 Bleached Coral,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Bleached Coral,
Deluxe Speed-Gro,Bone Mill,240,3,1,1 Brittle Star ,
Quality Fertilizer,Bone Mill,240,1,0.15,1 Brittle Star ,
Speed-Gro,Bone Mill,240,1,0.15,1 Brittle Star ,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Brittle Star ,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Brittle Star ,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Brittle Star ,
Speed-Gro,Bone Mill,240,1,0.1,1 Brittle Star ,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Brittle Star ,
Basic Fertilizer,Bone Mill,240,2,1,1 Cicada Shell,
Quality Fertilizer,Bone Mill,240,1,0.4,1 Cicada Shell,
Basic Fertilizer,Bone Mill,240,1,0.1,1 Cicada Shell,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Cicada Shell,
Deluxe Speed-Gro,Bone Mill,240,3,1,1 Clam Seashell,
Quality Fertilizer,Bone Mill,240,1,0.15,1 Clam Seashell,
Speed-Gro,Bone Mill,240,1,0.15,1 Clam Seashell,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Clam Seashell,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Clam Seashell,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Clam Seashell,
Speed-Gro,Bone Mill,240,1,0.1,1 Clam Seashell,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Clam Seashell,
Deluxe Speed-Gro,Bone Mill,240,3,1,1 Crab Shell,
Quality Fertilizer,Bone Mill,240,1,0.15,1 Crab Shell,
Speed-Gro,Bone Mill,240,1,0.15,1 Crab Shell,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Crab Shell,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Crab Shell,
Quality Fertilizer,Bone Mill,240,1,0.1,1 Crab Shell,
Speed-Gro,Bone Mill,240,1,0.1,1 Crab Shell,
Tree Fertilizer,Bone Mill,240,1,0.1,1 Crab Shell,
Deluxe Speed-Gro,Bone Mill,240,3,1,1 Deer Antler ,
Quality Fertilizer,Bone Mill,240,1,0.15,1 Deer Antler ,
Speed-Gro,Bone Mill,240,1,0.15,1 Deer Antler ,
Tree Fertilizer,Bone Mill,240,1,0.15,1 Deer Antler ,
Deluxe Speed-Gro,Bone Mill,240,1,0.1,1 Deer Antler ,
